Rk,Team,Date▲,PTS,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
1301,PHO,2024-01-05,113,,MIA,W 113-97,240,44,87,.506,30,52,.577,14,35,.400,11,17,.647,113,34,83,.410,24,46,.522,10,37,.270,19,22,.864,97
1302,MIL,2024-01-01,113,,IND,L 113-122,240,41,93,.441,31,53,.585,10,40,.250,21,26,.808,113,43,97,.443,38,62,.613,5,35,.143,31,38,.816,122
1303,DET,2024-01-01,113,@,HOU,L 113-136,240,40,83,.482,27,54,.500,13,29,.448,20,27,.741,113,51,91,.560,36,56,.643,15,35,.429,19,24,.792,136
1304,CLE,2023-12-27,113,@,DAL,W 113-110,240,40,92,.435,23,49,.469,17,43,.395,16,23,.696,113,39,88,.443,29,51,.569,10,37,.270,22,26,.846,110
1305,HOU,2023-12-27,113,,PHO,L 113-129,240,40,96,.417,23,55,.418,17,41,.415,16,22,.727,113,47,82,.573,33,49,.673,14,33,.424,21,26,.808,129
1306,ATL,2023-12-26,113,@,CHI,L 113-118,240,41,89,.461,28,44,.636,13,45,.289,18,21,.857,113,42,92,.457,35,67,.522,7,25,.280,27,31,.871,118
1307,LAC,2023-12-26,113,,CHO,W 113-104,240,40,85,.471,26,51,.510,14,34,.412,19,25,.760,113,43,93,.462,37,64,.578,6,29,.207,12,16,.750,104
1308,SAC,2023-12-26,113,@,POR,L 113-130,240,45,93,.484,35,51,.686,10,42,.238,13,16,.813,113,49,98,.500,33,58,.569,16,40,.400,16,20,.800,130
1309,PHI,2023-12-25,113,@,MIA,L 113-119,240,40,94,.426,23,49,.469,17,45,.378,16,25,.640,113,40,84,.476,28,52,.538,12,32,.375,27,35,.771,119
1310,ATL,2023-12-22,113,@,MIA,L 113-122,240,42,96,.438,23,42,.548,19,54,.352,10,14,.714,113,40,86,.465,23,47,.489,17,39,.436,25,30,.833,122
1311,CHO,2023-12-20,113,@,IND,L 113-144,240,45,95,.474,37,64,.578,8,31,.258,15,19,.789,113,49,80,.613,31,41,.756,18,39,.462,28,30,.933,144
1312,DEN,2023-12-20,113,@,TOR,W 113-104,240,49,98,.500,37,65,.569,12,33,.364,3,7,.429,113,43,90,.478,34,63,.540,9,27,.333,9,13,.692,104
1313,MIN,2023-12-20,113,@,PHI,L 113-127,240,42,82,.512,33,57,.579,9,25,.360,20,24,.833,113,45,84,.536,37,62,.597,8,22,.364,29,32,.906,127
1314,NOP,2023-12-19,113,,MEM,L 113-115,240,40,85,.471,29,60,.483,11,25,.440,22,24,.917,113,41,82,.500,31,51,.608,10,31,.323,23,29,.793,115
1315,GSW,2023-12-14,113,@,LAC,L 113-121,240,40,92,.435,24,47,.511,16,45,.356,17,19,.895,113,41,81,.506,28,49,.571,13,32,.406,26,30,.867,121
1316,NYK,2023-12-13,113,@,UTA,L 113-117,240,41,94,.436,32,55,.582,9,39,.231,22,32,.688,113,43,98,.439,27,56,.482,16,42,.381,15,21,.714,117
1317,CLE,2023-12-12,113,@,BOS,L 113-120,240,44,92,.478,25,47,.532,19,45,.422,6,9,.667,113,38,84,.452,20,40,.500,18,44,.409,26,26,1.000,120
1318,MEM,2023-12-11,113,,DAL,L 113-120,240,41,89,.461,23,45,.511,18,44,.409,13,16,.813,113,43,86,.500,26,46,.565,17,40,.425,17,19,.895,120
1319,ATL,2023-12-06,113,,BRK,L 113-114,240,42,94,.447,30,59,.508,12,35,.343,17,18,.944,113,43,94,.457,32,67,.478,11,27,.407,17,24,.708,114
1320,LAC,2023-12-02,113,,GSW,W 113-112,240,44,90,.489,31,51,.608,13,39,.333,12,14,.857,113,38,86,.442,21,43,.488,17,43,.395,19,24,.792,112
1321,POR,2023-12-02,113,@,UTA,L 113-118 (OT),265,38,95,.400,25,55,.455,13,40,.325,24,27,.889,113,46,94,.489,39,60,.650,7,34,.206,19,24,.792,118
1322,MIL,2023-11-30,113,@,CHI,L 113-120 (OT),265,44,98,.449,28,50,.560,16,48,.333,9,13,.692,113,45,98,.459,32,61,.525,13,37,.351,17,22,.773,120
1323,DEN,2023-11-27,113,@,LAC,W 113-104,240,44,92,.478,34,70,.486,10,22,.455,15,28,.536,113,35,85,.412,29,65,.446,6,20,.300,28,34,.824,104
1324,NYK,2023-11-26,113,,PHO,L 113-116,240,39,86,.453,27,57,.474,12,29,.414,23,32,.719,113,42,91,.462,26,53,.491,16,38,.421,16,21,.762,116
1325,BOS,2023-11-26,113,,ATL,W 113-103,240,42,95,.442,29,48,.604,13,47,.277,16,20,.800,113,36,88,.409,17,35,.486,19,53,.358,12,19,.632,103
1326,ORL,2023-11-24,113,,BOS,W 113-96,240,43,85,.506,32,57,.561,11,28,.393,16,22,.727,113,31,76,.408,24,47,.511,7,29,.241,27,37,.730,96
1327,DET,2023-11-24,113,@,IND,L 113-136,240,43,90,.478,36,72,.500,7,18,.389,20,24,.833,113,49,102,.480,33,64,.516,16,38,.421,22,24,.917,136
1328,DET,2023-11-19,113,@,TOR,L 113-142,240,39,83,.470,30,57,.526,9,26,.346,26,35,.743,113,55,102,.539,41,66,.621,14,36,.389,18,29,.621,142
1329,DAL,2023-11-19,113,,SAC,L 113-129,240,41,88,.466,29,54,.537,12,34,.353,19,26,.731,113,48,90,.533,31,50,.620,17,40,.425,16,21,.762,129
1330,SAS,2023-11-12,113,,MIA,L 113-118,240,42,91,.462,23,47,.489,19,44,.432,10,12,.833,113,39,89,.438,27,58,.466,12,31,.387,28,30,.933,118
1331,UTA,2023-11-06,113,@,CHI,L 113-130,240,41,86,.477,25,43,.581,16,43,.372,15,17,.882,113,48,93,.516,30,59,.508,18,34,.529,16,19,.842,130
1332,MEM,2023-11-03,113,@,POR,L 113-115 (OT),265,47,96,.490,37,61,.607,10,35,.286,9,13,.692,113,39,96,.406,30,64,.469,9,32,.281,28,36,.778,115
1333,UTA,2023-11-02,113,,ORL,L 113-115,240,41,89,.461,29,56,.518,12,33,.364,19,26,.731,113,39,85,.459,29,56,.518,10,29,.345,27,36,.750,115
1334,MIN,2023-10-30,113,@,ATL,L 113-127,240,44,90,.489,28,57,.491,16,33,.485,9,15,.600,113,48,86,.558,34,56,.607,14,30,.467,17,18,.944,127
1335,CLE,2023-10-28,113,,IND,L 113-125,240,43,99,.434,31,68,.456,12,31,.387,15,24,.625,113,48,98,.490,33,60,.550,15,38,.395,14,17,.824,125
1336,WAS,2023-10-28,113,,MEM,W 113-106,240,40,93,.430,24,47,.511,16,46,.348,17,22,.773,113,39,91,.429,20,44,.455,19,47,.404,9,9,1.000,106
1337,BRK,2023-10-25,113,,CLE,L 113-114,240,42,84,.500,33,57,.579,9,27,.333,20,26,.769,113,44,94,.468,27,51,.529,17,43,.395,9,10,.900,114
1338,OKC,2024-04-09,112,,SAC,W 112-105,240,39,80,.488,28,50,.560,11,30,.367,23,31,.742,112,33,96,.344,13,38,.342,20,58,.345,19,26,.731,105
1339,OKC,2024-04-05,112,@,IND,L 112-126,240,42,86,.488,34,56,.607,8,30,.267,20,24,.833,112,46,88,.523,31,53,.585,15,35,.429,19,21,.905,126
1340,NYK,2024-03-31,112,,OKC,L 112-113,240,38,92,.413,25,49,.510,13,43,.302,23,34,.676,112,44,82,.537,31,48,.646,13,34,.382,12,24,.500,113
1341,NOP,2024-03-26,112,,OKC,L 112-119,240,39,86,.453,25,48,.521,14,38,.368,20,23,.870,112,46,86,.535,31,52,.596,15,34,.441,12,14,.857,119
1342,WAS,2024-03-23,112,,TOR,W 112-109,240,44,92,.478,33,57,.579,11,35,.314,13,19,.684,112,40,94,.426,32,61,.525,8,33,.242,21,26,.808,109
1343,MIN,2024-03-19,112,,DEN,L 112-115,240,42,88,.477,30,53,.566,12,35,.343,16,23,.696,112,42,81,.519,28,54,.519,14,27,.519,17,22,.773,115
1344,ORL,2024-03-19,112,,CHO,W 112-92,240,44,81,.543,32,47,.681,12,34,.353,12,13,.923,112,38,79,.481,29,50,.580,9,29,.310,7,9,.778,92
1345,GSW,2024-03-18,112,,NYK,L 112-119,240,42,88,.477,28,52,.538,14,36,.389,14,18,.778,112,44,91,.484,30,54,.556,14,37,.378,17,20,.850,119
1346,MEM,2024-03-16,112,,OKC,L 112-118,240,37,81,.457,19,37,.514,18,44,.409,20,26,.769,112,45,87,.517,33,52,.635,12,35,.343,16,21,.762,118
1347,NOP,2024-03-15,112,,LAC,W 112-104,240,42,87,.483,29,52,.558,13,35,.371,15,20,.750,112,37,77,.481,25,44,.568,12,33,.364,18,19,.947,104
1348,PHO,2024-03-14,112,@,BOS,L 112-127,240,47,99,.475,36,68,.529,11,31,.355,7,10,.700,112,47,89,.528,22,39,.564,25,50,.500,8,11,.727,127
1349,GSW,2024-03-11,112,@,SAS,W 112-102,240,46,93,.495,34,66,.515,12,27,.444,8,12,.667,112,39,93,.419,25,56,.446,14,37,.378,10,15,.667,102
1350,HOU,2024-03-10,112,@,SAC,W 112-104,240,39,84,.464,27,55,.491,12,29,.414,22,27,.815,112,39,86,.453,33,54,.611,6,32,.188,20,23,.870,104
1351,LAC,2024-03-09,112,,CHI,W 112-102,240,42,84,.500,30,49,.612,12,35,.343,16,18,.889,112,37,86,.430,24,51,.471,13,35,.371,15,19,.789,102
1352,WAS,2024-03-08,112,,CHO,W 112-100,240,43,87,.494,37,54,.685,6,33,.182,20,23,.870,112,40,100,.400,31,58,.534,9,42,.214,11,15,.733,100
1353,BRK,2024-03-07,112,@,DET,L 112-118,240,41,84,.488,24,43,.558,17,41,.415,13,18,.722,112,43,82,.524,31,52,.596,12,30,.400,20,21,.952,118
1354,ATL,2024-03-06,112,,CLE,W 112-101,240,43,84,.512,32,54,.593,11,30,.367,15,20,.750,112,39,89,.438,29,45,.644,10,44,.227,13,17,.765,101
1355,BRK,2024-03-05,112,,PHI,W 112-107,240,41,84,.488,29,54,.537,12,30,.400,18,24,.750,112,40,82,.488,28,54,.519,12,28,.429,15,19,.789,107
1356,LAC,2024-02-28,112,,LAL,L 112-116,240,45,89,.506,35,52,.673,10,37,.270,12,16,.750,112,47,86,.547,33,50,.660,14,36,.389,8,10,.800,116
1357,WAS,2024-02-27,112,,GSW,L 112-123,240,46,93,.495,34,58,.586,12,35,.343,8,10,.800,112,47,94,.500,26,48,.542,21,46,.457,8,11,.727,123
1358,OKC,2024-02-27,112,,HOU,W 112-95,240,44,93,.473,34,66,.515,10,27,.370,14,18,.778,112,37,95,.389,28,56,.500,9,39,.231,12,18,.667,95
1359,ORL,2024-02-24,112,@,DET,W 112-109,240,43,87,.494,31,63,.492,12,24,.500,14,21,.667,112,43,85,.506,29,54,.537,14,31,.452,9,13,.692,109
1360,POR,2024-02-23,112,,DEN,L 112-127,240,46,101,.455,38,76,.500,8,25,.320,12,18,.667,112,50,85,.588,37,52,.712,13,33,.394,14,22,.636,127
1361,MIL,2024-02-23,112,@,MIN,W 112-107,240,41,87,.471,28,50,.560,13,37,.351,17,25,.680,112,43,98,.439,30,63,.476,13,35,.371,8,13,.615,107
1362,CHI,2024-02-22,112,,BOS,L 112-129,240,44,94,.468,34,66,.515,10,28,.357,14,16,.875,112,45,83,.542,22,36,.611,23,47,.489,16,21,.762,129
1363,MIL,2024-02-12,112,,DEN,W 112-95,240,42,84,.500,26,50,.520,16,34,.471,12,18,.667,112,36,94,.383,25,54,.463,11,40,.275,12,17,.706,95
1364,DAL,2024-02-12,112,,WAS,W 112-104,240,43,96,.448,34,60,.567,9,36,.250,17,26,.654,112,44,106,.415,37,74,.500,7,32,.219,9,15,.600,104
1365,PHO,2024-02-10,112,@,GSW,L 112-113,240,43,94,.457,32,60,.533,11,34,.324,15,16,.938,112,45,101,.446,28,60,.467,17,41,.415,6,11,.545,113
1366,LAC,2024-02-10,112,,DET,W 112-106,240,37,82,.451,24,43,.558,13,39,.333,25,26,.962,112,45,102,.441,36,72,.500,9,30,.300,7,7,1.000,106
1367,DEN,2024-02-04,112,,POR,W 112-103,240,42,86,.488,30,58,.517,12,28,.429,16,19,.842,112,39,85,.459,28,54,.519,11,31,.355,14,15,.933,103
1368,WAS,2024-02-04,112,,PHO,L 112-140,240,47,96,.490,40,64,.625,7,32,.219,11,17,.647,112,54,88,.614,43,63,.683,11,25,.440,21,26,.808,140
1369,NOP,2024-01-29,112,@,BOS,L 112-118,240,46,91,.505,36,56,.643,10,35,.286,10,13,.769,112,43,85,.506,26,39,.667,17,46,.370,15,20,.750,118
1370,MIN,2024-01-27,112,@,SAS,L 112-113,240,45,79,.570,31,53,.585,14,26,.538,8,15,.533,112,46,84,.548,33,54,.611,13,30,.433,8,15,.533,113
1371,CLE,2024-01-26,112,@,MIL,W 112-100,240,38,92,.413,24,56,.429,14,36,.389,22,31,.710,112,35,87,.402,22,53,.415,13,34,.382,17,24,.708,100
1372,ATL,2024-01-24,112,@,GSW,L 112-134,240,39,94,.415,25,51,.490,14,43,.326,20,26,.769,112,51,91,.560,35,58,.603,16,33,.485,16,22,.727,134
1373,LAL,2024-01-19,112,,BRK,L 112-130,240,40,90,.444,28,57,.491,12,33,.364,20,24,.833,112,50,95,.526,31,48,.646,19,47,.404,11,14,.786,130
1374,CHO,2024-01-17,112,@,NOP,L 112-132,240,39,90,.433,20,45,.444,19,45,.422,15,18,.833,112,44,88,.500,19,41,.463,25,47,.532,19,23,.826,132
1375,LAL,2024-01-15,112,,OKC,W 112-105,240,44,84,.524,36,60,.600,8,24,.333,16,18,.889,112,40,96,.417,25,47,.532,15,49,.306,10,11,.909,105
1376,OKC,2024-01-13,112,,ORL,W 112-100,240,43,94,.457,35,58,.603,8,36,.222,18,21,.857,112,39,84,.464,32,49,.653,7,35,.200,15,24,.625,100
1377,PHI,2024-01-12,112,,SAC,W 112-93,240,40,93,.430,25,58,.431,15,35,.429,17,18,.944,112,32,95,.337,24,57,.421,8,38,.211,21,26,.808,93
1378,HOU,2024-01-12,112,@,DET,W 112-110,240,41,90,.456,33,60,.550,8,30,.267,22,25,.880,112,44,88,.500,32,53,.604,12,35,.343,10,16,.625,110
1379,IND,2024-01-10,112,,WAS,W 112-104,240,41,92,.446,33,67,.493,8,25,.320,22,24,.917,112,38,88,.432,31,57,.544,7,31,.226,21,30,.700,104
1380,NYK,2024-01-09,112,,POR,W 112-84,240,37,89,.416,19,41,.463,18,48,.375,20,23,.870,112,33,86,.384,27,57,.474,6,29,.207,12,18,.667,84
1381,CHO,2024-01-08,112,,CHI,L 112-119 (OT),265,40,94,.426,23,52,.442,17,42,.405,15,17,.882,112,45,92,.489,36,66,.545,9,26,.346,20,24,.833,119
1382,HOU,2024-01-06,112,,MIL,W 112-108,240,36,83,.434,23,49,.469,13,34,.382,27,32,.844,112,35,76,.461,26,42,.619,9,34,.265,29,42,.690,108
1383,HOU,2024-01-03,112,,BRK,W 112-101,240,37,76,.487,18,37,.486,19,39,.487,19,27,.704,112,36,93,.387,23,49,.469,13,44,.295,16,26,.615,101
1384,NOP,2024-01-02,112,,BRK,W 112-85,240,41,88,.466,25,49,.510,16,39,.410,14,18,.778,112,35,98,.357,24,55,.436,11,43,.256,4,8,.500,85
1385,NYK,2024-01-01,112,,MIN,W 112-106,240,39,89,.438,27,55,.491,12,34,.353,22,28,.786,112,36,76,.474,25,48,.521,11,28,.393,23,29,.793,106
1386,PHO,2023-12-31,112,,ORL,W 112-107,240,44,88,.500,36,61,.590,8,27,.296,16,19,.842,112,42,90,.467,30,53,.566,12,37,.324,11,12,.917,107
1387,NOP,2023-12-28,112,,UTA,W 112-105,240,45,82,.549,35,55,.636,10,27,.370,12,15,.800,112,36,85,.424,24,46,.522,12,39,.308,21,25,.840,105
1388,CHO,2023-12-28,112,@,LAL,L 112-133,240,40,85,.471,25,52,.481,15,33,.455,17,28,.607,112,52,97,.536,37,67,.552,15,30,.500,14,14,1.000,133
1389,PHI,2023-12-27,112,@,ORL,W 112-92,240,45,96,.469,35,68,.515,10,28,.357,12,17,.706,112,31,79,.392,22,46,.478,9,33,.273,21,24,.875,92
1390,DET,2023-12-26,112,,BRK,L 112-118,240,40,90,.444,31,65,.477,9,25,.360,23,32,.719,112,41,82,.500,32,60,.533,9,22,.409,27,43,.628,118
1391,MIN,2023-12-18,112,@,MIA,W 112-108,240,42,85,.494,31,56,.554,11,29,.379,17,19,.895,112,41,87,.471,30,57,.526,11,30,.367,15,18,.833,108
1392,PHO,2023-12-17,112,,WAS,W 112-108,240,41,90,.456,34,59,.576,7,31,.226,23,30,.767,112,39,95,.411,25,49,.510,14,46,.304,16,20,.800,108
1393,NOP,2023-12-15,112,@,CHO,W 112-107,240,38,80,.475,29,53,.547,9,27,.333,27,32,.844,112,41,92,.446,32,61,.525,9,31,.290,16,21,.762,107
1394,PHO,2023-12-13,112,,BRK,L 112-116,240,40,84,.476,31,56,.554,9,28,.321,23,27,.852,112,41,89,.461,26,48,.542,15,41,.366,19,24,.792,116
1395,SAS,2023-12-08,112,,CHI,L 112-121,240,39,83,.470,22,41,.537,17,42,.405,17,20,.850,112,47,102,.461,34,74,.459,13,28,.464,14,24,.583,121
1396,POR,2023-12-08,112,,DAL,L 112-125,240,39,105,.371,21,52,.404,18,53,.340,16,18,.889,112,47,91,.516,35,52,.673,12,39,.308,19,22,.864,125
1397,MIA,2023-12-06,112,@,TOR,W 112-103,240,41,89,.461,27,51,.529,14,38,.368,16,19,.842,112,37,86,.430,23,49,.469,14,37,.378,15,17,.882,103
1398,BOS,2023-12-04,112,@,IND,L 112-122,240,46,97,.474,34,56,.607,12,41,.293,8,12,.667,112,43,94,.457,24,54,.444,19,40,.475,17,21,.810,122
1399,GSW,2023-12-02,112,@,LAC,L 112-113,240,38,86,.442,21,43,.488,17,43,.395,19,24,.792,112,44,90,.489,31,51,.608,13,39,.333,12,14,.857,113
1400,DET,2023-11-30,112,@,NYK,L 112-118,240,43,81,.531,28,46,.609,15,35,.429,11,17,.647,112,41,88,.466,25,47,.532,16,41,.390,20,28,.714,118
1401,TOR,2023-11-29,112,,PHO,W 112-105,240,42,93,.452,32,66,.485,10,27,.370,18,21,.857,112,38,94,.404,31,68,.456,7,26,.269,22,23,.957,105
1402,NOP,2023-11-27,112,@,UTA,L 112-114,240,44,88,.500,37,66,.561,7,22,.318,17,25,.680,112,37,88,.420,20,40,.500,17,48,.354,23,28,.821,114
1403,BRK,2023-11-25,112,,MIA,W 112-97,240,39,78,.500,25,42,.595,14,36,.389,20,23,.870,112,38,87,.437,27,53,.509,11,34,.324,10,13,.769,97
1404,SAS,2023-11-24,112,@,GSW,L 112-118,240,45,100,.450,33,53,.623,12,47,.255,10,12,.833,112,40,81,.494,21,39,.538,19,42,.452,19,24,.792,118
1405,MIN,2023-11-22,112,,PHI,W 112-99,240,43,89,.483,33,63,.524,10,26,.385,16,24,.667,112,34,87,.391,27,55,.491,7,32,.219,24,30,.800,99
1406,SAC,2023-11-22,112,@,NOP,L 112-117,240,34,76,.447,19,32,.594,15,44,.341,29,35,.829,112,41,87,.471,34,57,.596,7,30,.233,28,37,.757,117
1407,TOR,2023-11-15,112,,MIL,L 112-128,240,38,96,.396,29,63,.460,9,33,.273,27,31,.871,112,44,85,.518,24,46,.522,20,39,.513,20,21,.952,128
1408,ORL,2023-11-11,112,,MIL,W 112-97,240,36,84,.429,26,58,.448,10,26,.385,30,35,.857,112,38,77,.494,29,48,.604,9,29,.310,12,25,.480,97
1409,MEM,2023-11-05,112,@,POR,W 112-100,240,45,89,.506,32,57,.561,13,32,.406,9,13,.692,112,37,95,.389,23,50,.460,14,45,.311,12,15,.800,100
1410,PHI,2023-11-04,112,,PHO,W 112-100,240,43,90,.478,32,60,.533,11,30,.367,15,18,.833,112,32,89,.360,23,54,.426,9,35,.257,27,33,.818,100
1411,CHI,2023-10-30,112,@,IND,W 112-105,240,40,87,.460,34,70,.486,6,17,.353,26,31,.839,112,36,88,.409,24,42,.571,12,46,.261,21,25,.840,105
1412,DET,2023-10-30,112,@,OKC,L 112-124,240,39,91,.429,24,63,.381,15,28,.536,19,24,.792,112,44,83,.530,31,54,.574,13,29,.448,23,28,.821,124
1413,MEM,2024-04-14,111,,DEN,L 111-126,240,45,100,.450,37,67,.552,8,33,.242,13,18,.722,111,46,89,.517,34,53,.642,12,36,.333,22,26,.846,126
1414,NYK,2024-04-12,111,,BRK,W 111-107,240,38,83,.458,24,53,.453,14,30,.467,21,25,.840,111,41,82,.500,30,50,.600,11,32,.344,14,19,.737,107
1415,DAL,2024-04-10,111,@,MIA,W 111-92,240,43,87,.494,28,43,.651,15,44,.341,10,13,.769,111,33,81,.407,20,51,.392,13,30,.433,13,13,1.000,92
1416,ATL,2024-04-09,111,,MIA,L 111-117 (2OT),290,45,113,.398,35,67,.522,10,46,.217,11,14,.786,111,42,88,.477,24,43,.558,18,45,.400,15,21,.714,117
1417,DEN,2024-04-09,111,@,UTA,W 111-95,240,46,94,.489,32,57,.561,14,37,.378,5,11,.455,111,36,91,.396,26,60,.433,10,31,.323,13,13,1.000,95
1418,SAS,2024-04-05,111,@,NOP,W 111-109,240,42,83,.506,25,37,.676,17,46,.370,10,13,.769,111,44,86,.512,35,57,.614,9,29,.310,12,12,1.000,109
1419,MIL,2024-04-05,111,,TOR,L 111-117,240,41,94,.436,29,52,.558,12,42,.286,17,21,.810,111,36,79,.456,22,43,.512,14,36,.389,31,36,.861,117
1420,IND,2024-04-03,111,@,BRK,L 111-115,240,46,103,.447,36,65,.554,10,38,.263,9,11,.818,111,42,87,.483,30,55,.545,12,32,.375,19,27,.704,115
1421,MEM,2024-04-03,111,@,MIL,W 111-101,240,46,91,.505,39,68,.574,7,23,.304,12,17,.706,111,38,95,.400,20,51,.392,18,44,.409,7,12,.583,101
1422,TOR,2024-04-02,111,,LAL,L 111-128,240,43,89,.483,33,57,.579,10,32,.313,15,21,.714,111,52,101,.515,34,60,.567,18,41,.439,6,12,.500,128
1423,NOP,2024-04-01,111,,PHO,L 111-124,240,42,89,.472,31,62,.500,11,27,.407,16,24,.667,111,43,87,.494,25,40,.625,18,47,.383,20,25,.800,124
1424,BRK,2024-04-01,111,@,IND,L 111-133,240,41,87,.471,31,61,.508,10,26,.385,19,28,.679,111,53,103,.515,40,72,.556,13,31,.419,14,17,.824,133
1425,MIN,2024-03-29,111,@,DEN,W 111-98,240,38,74,.514,29,46,.630,9,28,.321,26,37,.703,111,35,88,.398,27,60,.450,8,28,.286,20,27,.741,98
1426,CLE,2024-03-27,111,@,CHO,L 111-118,240,42,85,.494,23,41,.561,19,44,.432,8,14,.571,111,44,76,.579,31,43,.721,13,33,.394,17,22,.773,118
1427,UTA,2024-03-27,111,,SAS,L 111-118,240,39,83,.470,26,48,.542,13,35,.371,20,22,.909,111,44,86,.512,28,53,.528,16,33,.485,14,21,.667,118
1428,POR,2024-03-23,111,,DEN,L 111-114,240,43,93,.462,33,65,.508,10,28,.357,15,17,.882,111,41,91,.451,33,67,.493,8,24,.333,24,33,.727,114
1429,NOP,2024-03-22,111,@,MIA,W 111-88,240,42,82,.512,24,46,.522,18,36,.500,9,12,.750,111,31,86,.360,18,39,.462,13,47,.277,13,15,.867,88
1430,GSW,2024-03-22,111,,IND,L 111-123,240,43,106,.406,29,58,.500,14,48,.292,11,16,.688,111,48,99,.485,33,63,.524,15,36,.417,12,16,.750,123
1431,MEM,2024-03-18,111,@,SAC,L 111-121 (OT),265,37,98,.378,24,60,.400,13,38,.342,24,30,.800,111,42,94,.447,31,59,.525,11,35,.314,26,32,.813,121
1432,ORL,2024-03-17,111,,TOR,W 111-96,240,43,85,.506,32,49,.653,11,36,.306,14,20,.700,111,37,84,.440,29,53,.547,8,31,.258,14,15,.933,96
1433,CHI,2024-03-14,111,,LAC,L 111-126,240,41,86,.477,25,51,.490,16,35,.457,13,16,.813,111,48,80,.600,28,40,.700,20,40,.500,10,14,.714,126
1434,OKC,2024-03-12,111,,IND,L 111-121,240,43,99,.434,29,62,.468,14,37,.378,11,15,.733,111,48,89,.539,39,61,.639,9,28,.321,16,19,.842,121
1435,CLE,2024-03-11,111,,PHO,L 111-117,240,40,84,.476,25,38,.658,15,46,.326,16,19,.842,111,46,84,.548,34,52,.654,12,32,.375,13,19,.684,117
1436,IND,2024-03-10,111,@,ORL,W 111-97,240,38,78,.487,30,55,.545,8,23,.348,27,33,.818,111,33,88,.375,24,52,.462,9,36,.250,22,29,.759,97
1437,IND,2024-03-07,111,,MIN,L 111-113,240,42,82,.512,32,56,.571,10,26,.385,17,23,.739,111,46,98,.469,39,73,.534,7,25,.280,14,19,.737,113
1438,TOR,2024-03-03,111,,CHO,W 111-106,240,42,91,.462,29,53,.547,13,38,.342,14,18,.778,111,43,92,.467,35,65,.538,8,27,.296,12,16,.750,106
1439,MIL,2024-02-29,111,@,CHO,W 111-99,240,39,86,.453,23,47,.489,16,39,.410,17,20,.850,111,36,82,.439,24,43,.558,12,39,.308,15,20,.750,99
1440,BRK,2024-02-26,111,@,MEM,W 111-86,240,44,90,.489,29,48,.604,15,42,.357,8,14,.571,111,29,75,.387,22,49,.449,7,26,.269,21,26,.808,86
1441,DET,2024-02-26,111,@,NYK,L 111-113,240,38,79,.481,24,49,.490,14,30,.467,21,26,.808,111,41,92,.446,26,53,.491,15,39,.385,16,21,.762,113
1442,DAL,2024-02-25,111,@,IND,L 111-133,240,41,87,.471,27,56,.482,14,31,.452,15,21,.714,111,52,93,.559,38,57,.667,14,36,.389,15,17,.882,133
1443,DET,2024-02-13,111,@,LAL,L 111-125,240,45,108,.417,37,80,.463,8,28,.286,13,17,.765,111,43,84,.512,29,49,.592,14,35,.400,25,30,.833,125
1444,CHO,2024-02-12,111,,IND,W 111-102,240,44,82,.537,34,48,.708,10,34,.294,13,16,.813,111,42,83,.506,34,53,.642,8,30,.267,10,16,.625,102
1445,NYK,2024-02-10,111,,IND,L 111-125,240,40,84,.476,30,52,.577,10,32,.313,21,23,.913,111,50,82,.610,36,53,.679,14,29,.483,11,19,.579,125
1446,OKC,2024-02-10,111,@,DAL,L 111-146,240,38,98,.388,21,51,.412,17,47,.362,18,21,.857,111,53,91,.582,38,53,.717,15,38,.395,25,33,.758,146
1447,SAS,2024-02-08,111,@,ORL,L 111-127,240,42,81,.519,31,46,.674,11,35,.314,16,17,.941,111,49,82,.598,33,55,.600,16,27,.593,13,20,.650,127
1448,ORL,2024-02-04,111,@,DET,W 111-99,240,45,84,.536,35,60,.583,10,24,.417,11,15,.733,111,36,80,.450,28,49,.571,8,31,.258,19,22,.864,99
1449,MIN,2024-02-04,111,,HOU,W 111-90,240,40,90,.444,29,60,.483,11,30,.367,20,27,.741,111,31,88,.352,21,58,.362,10,30,.333,18,27,.667,90
1450,DEN,2024-01-27,111,,PHI,W 111-105,240,37,82,.451,24,45,.533,13,37,.351,24,38,.632,111,43,81,.531,37,59,.627,6,22,.273,13,16,.813,105
1451,OKC,2024-01-23,111,,POR,W 111-109,240,43,89,.483,36,66,.545,7,23,.304,18,28,.643,111,37,86,.430,19,47,.404,18,39,.462,17,21,.810,109
1452,CLE,2024-01-11,111,,BRK,W 111-102,240,32,82,.390,19,38,.500,13,44,.295,34,43,.791,111,37,82,.451,29,55,.527,8,27,.296,20,28,.714,102
1453,DEN,2024-01-10,111,@,UTA,L 111-124,240,37,81,.457,24,48,.500,13,33,.394,24,28,.857,111,46,83,.554,33,50,.660,13,33,.394,19,23,.826,124
1454,PHO,2024-01-08,111,@,LAC,L 111-138,240,38,77,.494,28,47,.596,10,30,.333,25,29,.862,111,53,85,.624,38,56,.679,15,29,.517,17,23,.739,138
1455,LAC,2024-01-05,111,@,NOP,W 111-95,240,40,82,.488,25,46,.543,15,36,.417,16,20,.800,111,33,92,.359,21,63,.333,12,29,.414,17,23,.739,95
